target_date,forecast_origin_date,split,y_utilization_nextday,y_secondary_capacity_rate,y_total_served,y_scheduled_demand_pressure,y_open_order_pressure,y_served_plus_deferred_pressure,y_expanded_demand_pressure_index,target_day_of_week_name,target_day_of_week_num,target_is_weekend,target_month,target_quarter,target_week,target_is_month_start,target_is_month_end,target_dow_sin,target_dow_cos,target_month_sin,target_month_cos,target_week_sin,target_week_cos,lag1_target_utilization_intensity,lag7_target_utilization_intensity,lag14_target_utilization_intensity,lag28_target_utilization_intensity,roll3_mean_target_utilization_intensity,roll3_std_target_utilization_intensity,roll7_mean_target_utilization_intensity,roll7_std_target_utilization_intensity,roll14_mean_target_utilization_intensity,roll14_std_target_utilization_intensity,roll28_mean_target_utilization_intensity,roll28_std_target_utilization_intensity,lag1_secondary_trip_capacity_utilization_rate,lag7_secondary_trip_capacity_utilization_rate,lag14_secondary_trip_capacity_utilization_rate,roll7_mean_secondary_trip_capacity_utilization_rate,roll14_mean_secondary_trip_capacity_utilization_rate,lag1_open_orders,lag7_open_orders,lag14_open_orders,lag1_total_scheduled_deliveries,lag7_total_scheduled_deliveries,lag14_total_scheduled_deliveries,lag1_total_served,lag7_total_served,lag14_total_served,lag1_carry_over,lag7_carry_over,lag14_carry_over,lag1_unscheduled,lag7_unscheduled,lag14_unscheduled,lag1_accommodated_after_cutoff,lag7_accommodated_after_cutoff,lag14_accommodated_after_cutoff,lag1_deferred_rescheduled,lag7_deferred_rescheduled,lag14_deferred_rescheduled,lag1_cancelled,lag7_cancelled,lag14_cancelled,lag1_best_effort,lag7_best_effort,lag14_best_effort,lag1_service_gap,lag7_service_gap,lag14_service_gap,lag1_completion_rate,lag7_completion_rate,lag14_completion_rate,lag1_completion_rate_capped,lag7_completion_rate_capped,lag14_completion_rate_capped,lag1_retail_served_orders,lag7_retail_served_orders,lag14_retail_served_orders,lag1_b2b_served_orders,lag7_b2b_served_orders,lag14_b2b_served_orders,roll7_mean_open_orders,roll14_mean_open_orders,roll28_mean_open_orders,roll7_mean_total_scheduled_deliveries,roll14_mean_total_scheduled_deliveries,roll28_mean_total_scheduled_deliveries,roll7_mean_total_served,roll7_std_total_served,roll14_mean_total_served,roll14_std_total_served,roll28_mean_total_served,roll28_std_total_served,roll7_mean_service_gap,roll7_std_service_gap,roll14_mean_service_gap,roll14_std_service_gap,roll28_mean_service_gap,roll28_std_service_gap,roll7_mean_completion_rate_capped,roll14_mean_completion_rate_capped,roll28_mean_completion_rate_capped,lag1_available_trucks_total,lag7_available_trucks_total,lag14_available_trucks_total,lag1_available_drivers,lag7_available_drivers,lag14_available_drivers,lag1_available_trucks_30kl,lag7_available_trucks_30kl,lag14_available_trucks_30kl,lag1_available_trucks_18kl,lag7_available_trucks_18kl,lag14_available_trucks_18kl,lag1_available_trucks_36kl,lag7_available_trucks_36kl,lag14_available_trucks_36kl,lag1_available_trucks_20kl,lag7_available_trucks_20kl,lag14_available_trucks_20kl,roll7_mean_available_trucks_total,roll7_std_available_trucks_total,roll14_mean_available_trucks_total,roll14_std_available_trucks_total,roll28_mean_available_trucks_total,roll28_std_available_trucks_total,roll7_mean_available_drivers,roll7_std_available_drivers,roll14_mean_available_drivers,roll14_std_available_drivers,roll28_mean_available_drivers,roll28_std_available_drivers,lag1_weekly_change_diesel,lag7_weekly_change_diesel,lag14_weekly_change_diesel,lag1_weekly_change_gasoline,lag7_weekly_change_gasoline,lag14_weekly_change_gasoline,lag1_weekly_change_kerosene,lag7_weekly_change_kerosene,lag14_weekly_change_kerosene,lag1_days_since_fuel_update,lag7_days_since_fuel_update,lag14_days_since_fuel_update,roll7_mean_weekly_change_diesel,roll14_mean_weekly_change_diesel,roll28_mean_weekly_change_diesel,roll7_mean_weekly_change_gasoline,roll14_mean_weekly_change_gasoline,roll28_mean_weekly_change_gasoline,roll7_mean_weekly_change_kerosene,roll14_mean_weekly_change_kerosene,roll28_mean_weekly_change_kerosene,lag1_fuel_update_day,lag1_backload_record_flag,lag7_backload_record_flag,lag1_backload_total_kl_zero,lag7_backload_total_kl_zero,lag1_backload_total_kl_capped,lag7_backload_total_kl_capped,lag1_backload_log1p_capped,lag7_backload_log1p_capped,roll7_mean_backload_log1p_capped,roll28_mean_backload_log1p_capped,lag1_any_qa_flag,lag7_any_qa_flag,lag1_structural_nonoperational_day,lag7_structural_nonoperational_day,lag1_served_per_driver,lag1_open_orders_per_truck,lag1_service_gap_per_truck,lag1_driver_truck_gap,lag1_retail_share_served
2024-02-06,2024-02-05,Train 2024,1.5476190476190477,1.3,65.0,1.5714285714285714,1.5,1.5714285714285714,1.5714285714285714,Tuesday,2,0,2,1,6,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1.2142857142857142,1.3513513513513513,1.6875,1.6571428571428573,1.0373155109997214,0.18675946152598458,1.2495903529738115,0.2599016115922122,1.2535784287315332,0.26290158855480167,1.1629645747422548,0.28222578487356975,1.02,1.0,1.08,0.9057142857142857,0.8814285714285715,49.0,49.0,55.0,51.0,51.0,59.0,51.0,50.0,54.0,1.0,1.0,0.0,6.0,3.0,4.0,1.0,1.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,5.0,1.0,0.9803921568627451,0.9152542372881356,1.0,0.9803921568627451,0.9152542372881356,33.0,38.0,35.0,18.0,12.0,19.0,44.0,42.214285714285715,39.357142857142854,47.0,45.285714285714285,42.214285714285715,45.285714285714285,7.341986237031641,44.07142857142857,7.173286830738335,42.107142857142854,8.603785926854078,1.7142857142857142,1.9760470401187071,1.8571428571428572,2.1788191176076888,1.2142857142857142,1.8729486132663937,0.9619313366372191,0.9812323150462212,1.0042597199165695,42.0,37.0,32.0,45.0,36.0,34.0,9.0,1.0,2.0,1.0,1.0,2.0,6.0,4.0,2.0,26.0,31.0,26.0,36.714285714285715,4.2706082983686535,35.642857142857146,3.835204193884754,36.67857142857143,3.3228008202426587,38.0,6.633249580710801,37.785714285714285,5.366255985014437,38.57142857142857,5.116629181394151,-0.18119938642577232,-0.18119938642577232,-0.5291048567723334,0.26493457218713456,0.26493457218713456,0.015077486258378885,-0.487039109054324,-0.487039109054324,1.5123556029113345,6.0,0.0,0.0,-0.18119938642577232,-0.3551521215990529,-0.23272570377081844,0.26493457218713456,0.14000602922275673,0.14935290388507494,-0.487039109054324,0.5126582469285053,0.4852739073998773,0.0,1.0,0.0,15.759369524809753,0.0,15.759369524809753,0.0,2.818957476494921,0.0,1.4360088430269344,1.1321953810699676,0.0,0.0,0.0,0.0,1.1333333333333333,1.1666666666666667,0.0,3.0,0.6470588235294118
2024-02-07,2024-02-06,Train 2024,1.2121212121212122,0.8,40.0,1.2424242424242424,1.0909090909090908,1.2424242424242424,1.2424242424242424,Wednesday,3,0,2,1,6,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1.5476190476190477,1.2894736842105263,1.5,1.1428571428571428,1.2013366750208856,0.35293509775819404,1.2776285952977682,0.28232838063214205,1.2435869321328938,0.24733946214184538,1.1590530101164045,0.27580898568146617,1.3,0.98,0.96,0.9485714285714285,0.8971428571428571,63.0,51.0,44.0,66.0,50.0,53.0,65.0,49.0,48.0,0.0,1.0,0.0,1.0,3.0,6.0,2.0,0.0,3.0,1.0,2.0,5.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,0.9848484848484849,0.98,0.9056603773584906,0.9848484848484849,0.98,0.9056603773584906,44.0,34.0,33.0,21.0,15.0,15.0,46.0,42.785714285714285,39.75,49.142857142857146,45.785714285714285,42.57142857142857,47.42857142857143,10.46991153826277,44.857142857142854,8.76932716353421,42.357142857142854,9.166017293016255,1.7142857142857142,1.9760470401187071,1.5714285714285714,1.9889806323953876,1.25,1.8584142981864142,0.9625679549208961,0.9862033327291032,1.0024430841713623,42.0,38.0,32.0,44.0,45.0,37.0,3.0,5.0,9.0,2.0,3.0,1.0,6.0,3.0,1.0,31.0,27.0,21.0,37.42857142857143,4.720774754816652,36.357142857142854,4.030788104980557,36.92857142857143,3.452627249014135,39.142857142857146,6.914443130833009,38.5,5.487748592581895,38.75,5.2183792006217296,-1.908690426881225,-0.18119938642577232,-0.5291048567723334,-0.48339036575557637,0.26493457218713456,0.015077486258378885,1.438425716412257,-0.487039109054324,1.5123556029113345,0.0,1.0,1.0,-0.4279838207765513,-0.45369394803540225,-0.2879959824805063,0.15803100962389013,0.10440118265033135,0.13419482396838775,-0.21197270541624103,0.5073775407499997,0.49434418294492943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4360088430269344,1.0261603325167863,1.0,1.0,0.0,0.0,1.4772727272727273,1.5,0.023809523809523808,2.0,0.676923076923077
2024-02-08,2024-02-07,Train 2024,1.2222222222222223,0.88,44.0,1.25,1.3611111111111112,1.25,1.5,Thursday,4,0,2,1,6,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1.2121212121212122,1.3157894736842106,1.2580645161290323,1.054054054054054,1.3246753246753247,0.19307796085366807,1.266578242142152,0.28329961349763266,1.2230241615701232,0.23609342489489493,1.1615267268758356,0.27596891236554816,0.8,1.0,0.78,0.9228571428571429,0.8857142857142858,36.0,44.0,35.0,41.0,51.0,43.0,40.0,50.0,39.0,0.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,0.975609756097561,0.9803921568627451,0.9069767441860465,0.975609756097561,0.9803921568627451,0.9069767441860465,26.0,36.0,26.0,14.0,14.0,13.0,43.857142857142854,42.214285714285715,39.75,47.857142857142854,44.92857142857143,42.57142857142857,46.142857142857146,10.792413561210052,44.285714285714285,8.809335707327522,42.07142857142857,9.108110229771704,1.7142857142857142,1.9760470401187071,1.2857142857142858,1.728875643015133,1.2857142857142858,1.8430478552727263,0.9619407772205476,0.9911997169247512,0.9954744430563797,33.0,38.0,31.0,34.0,39.0,32.0,5.0,8.0,10.0,1.0,3.0,1.0,5.0,3.0,1.0,22.0,24.0,19.0,36.714285714285715,4.990467102863406,36.42857142857143,3.9557997482622467,36.607142857142854,3.3812038806525218,37.57142857142857,6.604471789556501,38.285714285714285,5.608078944750101,38.392857142857146,5.187872508458661,-1.908690426881225,-0.18119938642577232,-0.5291048567723334,-0.48339036575557637,0.26493457218713456,0.015077486258378885,1.438425716412257,-0.487039109054324,1.5123556029113345,1.0,2.0,2.0,-0.6747682551273303,-0.5522357744717518,-0.3432662611901941,0.051127447060645724,0.06879633607790597,0.11903674405170057,0.06309369822184194,0.5020968345714942,0.5034144584899817,0.0,0.0,1.0,0.0,8.56069674947564,0.0,8.56069674947564,0.0,2.2576606061518785,1.4360088430269344,0.9475755948481849,0.0,0.0,0.0,0.0,1.1764705882352942,1.0909090909090908,0.030303030303030304,1.0,0.65
2024-02-09,2024-02-08,Train 2024,1.375,0.88,44.0,1.28125,1.25,1.375,1.40625,Friday,5,0,2,1,6,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1.2222222222222223,1.6785714285714286,1.0256410256410255,1.175,1.3273208273208275,0.19085069295443358,1.2532114919332964,0.28279764472224006,1.220463997719637,0.23587846008806887,1.1675327328818417,0.27537262597714995,0.88,0.94,0.8,0.9057142857142858,0.8928571428571429,49.0,47.0,41.0,45.0,52.0,37.0,44.0,47.0,40.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.9777777777777777,0.9038461538461539,1.0810810810810811,0.9777777777777777,0.9038461538461539,1.0810810810810811,26.0,35.0,32.0,18.0,12.0,8.0,44.57142857142857,43.214285714285715,40.214285714285715,47.0,45.07142857142857,42.857142857142854,45.285714285714285,10.672617387724626,44.642857142857146,8.678950156797532,42.25,9.09466673182492,1.7142857142857142,1.9760470401187071,1.0714285714285714,1.5424399110243743,1.3214285714285714,1.8268282862112648,0.9615672944941238,0.9962569336098747,0.9927502903322268,36.0,28.0,39.0,36.0,29.0,41.0,9.0,8.0,7.0,0.0,2.0,5.0,3.0,2.0,2.0,24.0,16.0,25.0,36.42857142857143,4.9617585208318635,36.785714285714285,3.6411868612090985,36.57142857142857,3.382181757261639,37.142857142857146,6.593647736738029,38.57142857142857,5.359596507692971,38.464285714285715,5.138685109644748,-1.908690426881225,-0.18119938642577232,-0.5291048567723334,-0.48339036575557637,0.26493457218713456,0.015077486258378885,1.438425716412257,-0.487039109054324,1.5123556029113345,2.0,3.0,3.0,-0.9215526894781092,-0.6507776009081011,-0.39853653989988186,-0.05577611550259869,0.033191489505480606,0.10387866413501337,0.3381601018599249,0.4968161283929886,0.5124847340350339,0.0,0.0,1.0,0.0,16.980301682843518,0.0,16.980301682843518,0.0,2.8892768077037974,1.1134858992909518,0.8681837657795662,1.0,0.0,0.0,0.0,1.2222222222222223,1.3611111111111112,0.027777777777777776,0.0,0.5909090909090909
2024-02-10,2024-02-09,Train 2024,1.119047619047619,0.94,47.0,1.1666666666666667,1.0714285714285714,1.119047619047619,1.1666666666666667,Saturday,6,1,2,1,6,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1.375,1.0555555555555556,1.2727272727272727,1.0,1.2697811447811447,0.09126205795093531,1.209844144994521,0.22382408445750382,1.2454182101738493,0.2321322286672067,1.1746755900246986,0.27815334034602396,0.88,0.76,0.84,0.8971428571428571,0.8985714285714285,40.0,32.0,38.0,41.0,38.0,41.0,44.0,38.0,42.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0731707317073171,1.0,1.024390243902439,1.0731707317073171,1.0,1.024390243902439,33.0,28.0,32.0,11.0,10.0,10.0,43.57142857142857,43.142857142857146,40.107142857142854,45.42857142857143,45.357142857142854,42.642857142857146,44.857142857142854,10.65252038140226,44.92857142857143,8.579620627387332,42.142857142857146,9.054216475147697,1.0,1.414213562373095,1.0714285714285714,1.5424399110243743,1.3214285714285714,1.8268282862112648,0.9857565199028614,0.9956919086546059,0.9953635307503453,32.0,36.0,33.0,33.0,30.0,35.0,4.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,2.0,24.0,25.0,25.0,37.0,3.9581140290126338,36.285714285714285,3.791256569216382,36.285714285714285,3.4195206817800763,37.714285714285715,5.908025211926734,38.0,5.505242256948577,38.107142857142854,5.159236849353291,-1.908690426881225,-0.18119938642577232,-0.5291048567723334,-0.48339036575557637,0.26493457218713456,0.015077486258378885,1.438425716412257,-0.487039109054324,1.5123556029113345,3.0,4.0,4.0,-1.1683371238288882,-0.7493194273444505,-0.4538068186095697,-0.1626796780658431,-0.002413357066944772,0.0887205842183262,0.613226505498008,0.4915354222144831,0.521555009580086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7007320696189806,0.8681837657795662,0.0,0.0,0.0,0.0,1.3333333333333333,1.25,0.0,1.0,0.75
2024-02-11,2024-02-10,Train 2024,0.8,0.64,32.0,0.8,0.75,0.8,0.825,Sunday,7,1,2,1,6,0,0,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011,1.119047619047619,0.8421052631578947,0.8157894736842105,0.5952380952380952,1.2387566137566137,0.12877478365874853,1.2189144397791014,0.21773319807356176,1.234441092053874,0.23436437972836954,1.1789272907049708,0.2762880498142419,0.94,0.64,0.62,0.9228571428571428,0.9057142857142857,45.0,36.0,25.0,49.0,36.0,27.0,47.0,32.0,31.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.9591836734693877,0.8888888888888888,1.1481481481481481,0.9591836734693877,0.8888888888888888,1.1481481481481481,34.0,21.0,22.0,13.0,11.0,9.0,45.42857142857143,43.642857142857146,40.535714285714285,47.0,45.92857142857143,43.25,46.142857142857146,10.221359521912467,45.285714285714285,8.552359741197584,42.57142857142857,8.987351488202005,1.2857142857142858,1.3801311186847083,1.2142857142857142,1.5281246137553166,1.3928571428571428,1.8122890316921123,0.979925616112774,0.9910342964808165,0.9905575905171091,42.0,38.0,38.0,46.0,42.0,44.0,5.0,3.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,33.0,28.0,26.0,37.857142857142854,4.336994790119504,36.92857142857143,3.950935346204759,36.535714285714285,3.574416739337345,40.0,5.5075705472860985,38.785714285714285,5.820105357605335,38.607142857142854,5.223446327319879,-1.908690426881225,-0.18119938642577232,-0.5291048567723334,-0.48339036575557637,0.26493457218713456,0.015077486258378885,1.438425716412257,-0.487039109054324,1.5123556029113345,4.0,5.0,5.0,-1.415121558179667,-0.8478612537807999,-0.5090770973192574,-0.26958324062908756,-0.03801820363937015,0.073562504301639,0.8882929091360909,0.48625471603597753,0.5306252851251383,0.0,0.0,1.0,0.0,7.053985087297322,0.0,7.053985087297322,0.0,2.0861670108379435,0.7007320696189806,0.79085529583811,0.0,0.0,0.0,0.0,1.0217391304347827,1.0714285714285714,0.047619047619047616,4.0,0.723404255319149
2024-02-12,2024-02-11,Train 2024,1.0789473684210527,0.82,41.0,1.263157894736842,1.236842105263158,1.1842105263157894,1.2894736842105263,Monday,1,0,2,1,7,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,0.8,1.2142857142857142,1.2432432432432432,1.0,1.0980158730158731,0.2880763800728163,1.2128994021851163,0.23010771419371281,1.233313272505002,0.23656169947091227,1.1862402158750387,0.26263922170094256,0.64,1.02,0.92,0.9228571428571428,0.9071428571428571,30.0,49.0,45.0,32.0,51.0,45.0,32.0,51.0,46.0,0.0,1.0,2.0,1.0,6.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0222222222222221,1.0,1.0,1.0222222222222221,19.0,33.0,34.0,13.0,18.0,12.0,44.57142857142857,44.0,40.892857142857146,46.42857142857143,46.285714285714285,43.535714285714285,46.142857142857146,10.221359521912467,45.357142857142854,8.427127833163775,42.82142857142857,8.568043864347082,0.7142857142857143,0.7559289460184544,1.2142857142857142,1.5281246137553166,1.3928571428571428,1.8122890316921123,0.9957986319857898,0.980452285898806,0.989069495279014,40.0,42.0,37.0,44.0,45.0,40.0,10.0,9.0,8.0,2.0,1.0,0.0,2.0,6.0,2.0,26.0,26.0,27.0,38.142857142857146,4.413183712037192,37.07142857142857,4.028060913798938,36.464285714285715,3.4799121195496228,40.285714285714285,5.677860093212511,38.785714285714285,5.820105357605335,38.535714285714285,5.131472554931048,-1.908690426881225,-0.18119938642577232,-0.5291048567723334,-0.48339036575557637,0.26493457218713456,0.015077486258378885,1.438425716412257,-0.487039109054324,1.5123556029113345,5.0,6.0,6.0,-1.661905992530446,-0.9464030802171494,-0.5643473760289452,-0.37648680319233196,-0.07362305021179552,0.058404424384951796,1.163359312774174,0.480974009857472,0.5396955606701904,0.0,0.0,1.0,0.0,15.759369524809753,0.0,15.759369524809753,0.0,2.818957476494921,0.40270821092784587,0.79085529583811,0.0,0.0,0.0,0.0,0.7272727272727273,0.75,0.0,4.0,0.59375
2024-02-13,2024-02-12,Train 2024,1.1842105263157894,0.9,45.0,1.263157894736842,1.2105263157894737,1.1842105263157894,1.2894736842105263,Tuesday,2,0,2,1,7,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,1.0789473684210527,1.5476190476190477,1.3513513513513513,1.105263157894737,0.9993316624895572,0.1737867695718411,1.1935653527758792,0.235592143336427,1.221577852874845,0.24008024884730836,1.1890597647472192,0.2609843533046098,0.82,1.3,1.0,0.8942857142857142,0.9,47.0,63.0,49.0,48.0,66.0,51.0,41.0,65.0,50.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,1.0,0.8541666666666666,0.9848484848484849,0.9803921568627451,0.8541666666666666,0.9848484848484849,0.9803921568627451,28.0,44.0,38.0,13.0,21.0,12.0,44.285714285714285,44.142857142857146,41.107142857142854,46.0,46.5,43.892857142857146,44.714285714285715,10.127755357009203,45.0,8.5033929879603,42.92857142857143,8.524164220694933,1.7142857142857142,2.429971585175823,1.7142857142857142,2.1277858274442303,1.6428571428571428,2.07657634392991,0.9749652986524564,0.9684483176448377,0.9838611619456807,38.0,42.0,37.0,40.0,44.0,36.0,10.0,3.0,1.0,3.0,2.0,1.0,2.0,6.0,4.0,23.0,31.0,31.0,37.57142857142857,4.076646614442751,37.142857142857146,4.035556254807298,36.464285714285715,3.4799121195496228,39.57142857142857,5.287001130355556,38.785714285714285,5.820105357605335,38.57142857142857,5.138298979440219,-1.908690426881225,-1.908690426881225,-0.18119938642577232,-0.48339036575557637,-0.48339036575557637,0.26493457218713456,1.438425716412257,1.438425716412257,-0.487039109054324,6.0,0.0,0.0,-1.908690426881225,-1.0449449066534986,-0.6196176547386331,-0.48339036575557637,-0.10922789678422092,0.04324634446826462,1.438425716412257,0.4756933036789665,0.5487658362152426,0.0,1.0,0.0,21.83419441392453,0.0,21.83419441392453,0.0,3.1282591674477453,0.0,0.44689416677824934,0.9025788375326723,0.0,1.0,0.0,0.0,1.025,1.236842105263158,0.18421052631578946,2.0,0.6829268292682927
2024-02-14,2024-02-13,Train 2024,1.2439024390243902,1.02,51.0,1.3414634146341464,1.2439024390243902,1.2682926829268293,1.3414634146341464,Wednesday,3,0,2,1,7,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,1.1842105263157894,1.2121212121212122,1.2894736842105263,1.2972972972972974,1.0210526315789474,0.19854038014589426,1.1416498497325565,0.1774302237328897,1.2096392225151624,0.23726981722938242,1.1918793136193997,0.26047147635941703,0.9,0.8,0.98,0.8371428571428572,0.8928571428571429,46.0,36.0,51.0,48.0,41.0,50.0,45.0,40.0,49.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,0.9375,0.975609756097561,0.98,0.9375,0.975609756097561,0.98,31.0,26.0,34.0,14.0,14.0,15.0,41.857142857142854,43.92857142857143,41.5,43.42857142857143,46.285714285714285,44.25,41.857142857142854,4.947341758580091,44.642857142857146,8.381363418158935,43.035714285714285,8.530911734771086,2.0,2.4494897427831774,1.8571428571428572,2.1432234119210705,1.75,2.0660393313096725,0.9682012293883872,0.9653845921546417,0.9778696205922973,38.0,33.0,38.0,43.0,34.0,45.0,11.0,5.0,5.0,1.0,1.0,3.0,2.0,5.0,3.0,24.0,22.0,27.0,37.0,3.6055512754639842,37.214285714285715,4.041678467563303,36.464285714285715,3.4799121195496228,39.42857142857143,5.159365040297846,39.285714285714285,5.862902555358253,38.464285714285715,5.00726984720729,0.4367732063073362,-1.908690426881225,-0.18119938642577232,1.0966007306847436,-0.48339036575557637,0.26493457218713456,-0.1986333409591855,1.438425716412257,-0.487039109054324,0.0,1.0,1.0,-1.5736241935685733,-1.0008040071725623,-0.6090373277678282,-0.2576773519783878,-0.04982317117724882,0.06896909609332255,1.2045601367877652,0.496293715685762,0.5512674620884251,1.0,1.0,0.0,15.342801024500636,0.0,15.342801024500636,0.0,2.793787496068968,0.0,0.8460066662166733,1.0023569623922783,0.0,0.0,0.0,0.0,1.0465116279069768,1.2105263157894737,0.07894736842105263,5.0,0.6888888888888889
2024-02-15,2024-02-14,Train 2024,0.8292682926829268,0.68,34.0,0.8292682926829268,0.8780487804878049,0.8292682926829268,0.926829268292683,Thursday,4,0,2,1,7,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,1.2439024390243902,1.2222222222222223,1.3157894736842106,1.1142857142857143,1.1690201112537442,0.08352008956985005,1.146190025004439,0.1799231282719072,1.2063841335732957,0.23640132897907323,1.1899723543953673,0.2598658601543666,1.02,0.88,1.0,0.8685714285714285,0.8957142857142857,51.0,49.0,44.0,55.0,45.0,51.0,51.0,44.0,50.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.9272727272727272,0.9777777777777777,0.9803921568627451,0.9272727272727272,0.9777777777777777,0.9803921568627451,36.0,26.0,36.0,15.0,18.0,14.0,44.0,43.92857142857143,41.642857142857146,45.42857142857143,46.642857142857146,44.357142857142854,43.42857142857143,5.912053869204926,44.785714285714285,8.477831466455703,43.142857142857146,8.614003610462339,2.4285714285714284,2.5071326821120343,2.0714285714285716,2.2001498450467736,1.75,2.0660393313096725,0.9612959395562681,0.9616183583884078,0.9780194707421473,41.0,36.0,38.0,43.0,36.0,39.0,7.0,9.0,8.0,1.0,0.0,3.0,4.0,3.0,3.0,29.0,24.0,24.0,38.142857142857146,3.387652649872823,37.42857142857143,4.1642117310073665,36.607142857142854,3.583287190548238,40.714285714285715,4.68025233344975,39.142857142857146,5.735947951393811,38.5,5.0369008696191715,0.4367732063073362,-1.908690426881225,-0.18119938642577232,1.0966007306847436,-0.48339036575557637,0.26493457218713456,-0.1986333409591855,1.438425716412257,-0.487039109054324,1.0,2.0,2.0,-1.2385579602559218,-0.956663107691626,-0.5984570007970232,-0.03196433820119925,0.009581554429723258,0.09469184771838049,0.9706945571632734,0.5168941276925577,0.5537690879616077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8460066662166733,1.0023569623922783,0.0,1.0,0.0,0.0,1.186046511627907,1.2439024390243902,0.0975609756097561,2.0,0.7058823529411765
